"CRASH_CRN","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","MAX_SEVERITY_LEVEL","FATAL_COUNT","MAJOR_INJURY","UNB_DEATH_COUNT","BELTED_DEATH_COUNT","DEC_LAT","DEC_LONG","HVY_TRUCK_RELATED","DRINKING_DRIVER","SPEEDING","MUNICIPALITY","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT"
2020001161,2020,"01",6,"1923","19",3,7,9,0,0,0,0,0,40.3249,-79.7914,0,1,0,"02477",1,0,0,0,0,0,0,0
2020001195,2020,"01",6,"1524","15",1,7,9,0,0,0,0,0,40.4237,-79.9686,0,1,0,"02301",1,0,0,0,0,0,0,0
2020001241,2020,"01",7,"1640","16",1,7,9,0,0,0,0,0,40.3156,-80.0057,0,0,0,"02219",0,0,0,0,0,1,0,0
2020001244,2020,"01",7,"1813","18",3,7,9,3,0,0,0,0,40.3439,-79.7988,0,0,0,"02477",1,0,0,1,0,0,0,0
2020001246,2020,"01",7,"1725","17",3,2,9,0,0,0,0,0,40.6224,-80.07,0,0,0,"02212",2,0,0,0,0,0,0,0
2020001256,2020,"01",7,"2250","22",3,6,9,0,0,0,0,0,40.3717,-79.9163,0,0,0,"02301",1,0,0,0,0,0,0,0
2020001258,2020,"01",4,"0043","00",3,6,9,0,0,0,0,0,40.443,-80.0527,0,0,0,"02301",1,0,0,0,0,0,0,0
2020001259,2020,"01",7,"2248","22",2,6,9,3,0,0,0,0,40.5572,-80.0351,0,0,0,"02108",0,0,0,0,0,1,0,0
2020001269,2020,"01",4,"0047","00",3,6,2,3,0,0,0,0,40.6399,-80.0888,0,0,0,"02412",0,0,0,0,0,2,0,0
2020001270,2020,"01",1,"0315","03",3,2,9,3,0,0,0,0,40.4488,-79.9875,0,0,0,"02301",0,0,0,0,0,1,1,0
2020001276,2020,"01",1,"0530","05",3,10,2,0,0,0,0,0,40.4676,-79.8621,0,0,0,"02113",1,0,0,0,0,0,0,0
2020001279,2020,"01",7,"1718","17",3,7,9,0,0,0,0,0,40.4206,-79.8513,0,0,0,"02431",1,0,0,0,0,1,0,0
2020001280,2020,"01",1,"0041","00",3,7,9,9,0,0,0,0,40.446,-79.9053,0,0,1,"02301",0,0,0,1,0,2,0,0
2020001282,2020,"01",5,"1010","10",1,3,1,0,0,0,0,0,40.344,-79.9449,0,0,0,"02473",2,0,0,0,0,0,0,0
2020001285,2020,"01",1,"0317","03",3,10,9,8,0,0,0,0,40.3283,-79.8884,0,1,0,"02433",0,0,0,0,0,1,0,0
2020001286,2020,"01",5,"1400","14",1,3,1,0,0,0,0,0,40.3892,-79.997,0,0,0,"02301",1,0,0,1,0,0,0,0
2020001288,2020,"01",7,"1405","14",1,3,1,0,0,0,0,0,40.343,-79.8916,0,0,0,"02423",0,0,0,0,0,1,0,0
2020001293,2020,"01",1,"0737","07",1,4,9,0,0,0,0,0,40.5576,-79.8392,0,0,0,"02208",0,0,0,0,0,1,0,0
2020001299,2020,"01",1,"0920","09",1,6,2,8,0,0,0,0,40.4579,-79.721,0,0,0,"02466",1,0,0,1,0,0,0,0
2020001300,2020,"01",1,"0833","08",1,6,2,0,0,0,0,0,40.5882,-79.8857,0,0,0,"02209",1,0,0,0,0,0,0,0
2020001301,2020,"01",1,"0830","08",1,6,2,0,0,0,0,0,40.5888,-79.8867,0,0,0,"02209",1,0,0,0,0,0,0,0
2020001309,2020,"01",1,"0713","07",1,10,9,8,0,0,0,0,40.4724,-79.8685,0,0,0,"02113",2,0,0,0,0,0,0,0
2020001418,2020,"01",1,"1442","14",1,3,1,0,0,0,0,0,40.6337,-80.0569,0,0,0,"02216",0,0,0,0,0,2,0,0
2020001475,2020,"01",1,"1714","17",2,3,1,0,0,0,0,0,40.4181,-79.9918,0,0,0,"02301",2,0,0,0,0,0,0,0
2020001488,2020,"01",1,"1833","18",3,3,1,0,0,0,0,0,40.4628,-79.9536,0,0,0,"02301",2,0,0,0,0,0,0,0
2020001524,2020,"01",1,"1700","17",4,98,9,0,0,0,0,0,40.434,-79.7526,0,0,0,"02446",1,0,0,0,0,1,0,0
2020001526,2020,"01",5,"1714","17",1,3,1,0,0,0,0,0,40.3528,-80.0262,0,0,0,"02407",1,0,0,1,0,0,0,0
2020001536,2020,"01",1,"1858","18",2,3,1,0,0,0,0,0,40.2568,-79.8248,0,0,0,"02105",0,0,0,0,0,1,0,0
2020001559,2020,"01",1,"0629","06",3,3,1,0,0,0,0,0,40.4432,-79.9535,0,0,0,"02301",0,0,0,0,0,1,0,0
2020001565,2020,"01",6,"1735","17",3,3,1,2,0,1,0,0,40.4248,-80.0426,0,0,0,"02435",0,0,0,1,0,0,0,0
2020001573,2020,"01",2,"0315","03",3,2,1,0,0,0,0,0,40.4005,-79.7847,0,0,0,"02453",1,0,0,1,0,0,0,0
2020001603,2020,"01",7,"1222","12",1,3,1,3,0,0,0,0,40.3617,-80.0699,0,0,0,"02123",1,0,0,0,0,1,0,0
2020001620,2020,"01",6,"1335","13",1,7,9,0,0,0,0,0,40.4929,-79.863,0,0,0,"02408",2,0,0,0,0,0,0,0
2020001627,2020,"01",2,"0641","06",3,4,1,8,0,0,0,0,40.6143,-79.7582,1,0,0,"02202",0,0,0,0,1,1,0,0
2020001652,2020,"01",2,"1117","11",1,3,1,0,0,0,0,0,40.3408,-80.1715,0,0,0,"02119",0,0,0,0,0,1,0,0
2020001659,2020,"01",2,"0951","09",1,3,1,4,0,0,0,0,40.4624,-79.896,0,0,0,"02301",2,0,0,0,0,0,0,0
2020001670,2020,"01",2,"1249","12",1,4,1,0,0,0,0,0,40.4586,-79.9573,0,0,0,"02301",3,0,0,0,0,0,0,0
2020001673,2020,"01",1,"1636","16",1,3,1,0,0,0,0,0,40.3533,-79.9156,0,0,0,"02473",2,0,0,0,0,0,0,0
2020001699,2020,"01",7,"1406","14",1,4,1,0,0,0,0,0,40.6442,-80.0182,0,0,0,"02216",0,0,0,0,0,1,0,0
2020001700,2020,"01",1,"1611","16",1,3,1,0,0,0,0,0,40.6555,-80.0751,0,0,0,"02212",0,0,0,0,0,1,0,0
2020001736,2020,"01",2,"1509","15",1,3,1,4,0,0,0,0,40.6337,-80.057,0,0,1,"02216",2,0,0,0,0,0,0,0
2020001756,2020,"01",6,"1810","18",3,7,9,3,0,0,0,0,40.3651,-80.0186,0,1,0,"02416",1,0,0,0,0,2,0,0
2020001757,2020,"01",7,"2104","21",3,4,9,4,0,0,0,0,40.362,-80.0112,0,0,0,"02416",1,0,0,0,0,1,0,0
2020001758,2020,"01",1,"0219","02",3,99,99,9,0,0,0,0,40.3681,-80.0346,0,0,0,"02416",1,0,0,0,0,1,0,0
2020001760,2020,"01",6,"0718","07",5,7,9,4,0,0,0,0,40.3521,-80.0109,0,0,0,"02476",1,0,1,0,0,0,0,0
2020001871,2020,"01",2,"1917","19",3,98,1,0,0,0,0,0,40.4179,-79.9962,0,0,0,"02301",0,0,0,0,0,1,0,0
2020001911,2020,"01",5,"1913","19",2,3,1,0,0,0,0,0,40.623,-80.0634,0,0,0,"02216",0,0,0,0,0,1,0,0
2020001923,2020,"01",2,"2213","22",3,3,1,0,0,0,0,0,40.4673,-79.954,0,0,0,"02301",1,0,0,0,0,0,0,0
2020001958,2020,"01",7,"2344","23",3,2,9,0,0,0,0,0,40.5004,-80.0618,0,1,0,"02402",1,0,0,0,0,0,0,0
2020001974,2020,"01",2,"1410","14",1,3,1,0,0,0,0,0,40.3838,-79.8052,0,0,0,"02424",0,0,0,0,0,2,0,0
2020001976,2020,"01",7,"1925","19",3,3,1,0,0,0,0,0,40.4365,-79.7827,0,0,0,"02446",2,0,0,0,0,0,0,0
2020001980,2020,"01",6,"1420","14",1,4,1,0,0,0,0,0,40.455,-79.9253,0,0,0,"02301",2,0,0,0,0,0,0,0
2020001985,2020,"01",3,"0654","06",5,3,1,3,0,0,0,0,40.4515,-80.0189,0,0,0,"02301",1,0,0,0,0,0,0,1
2020001995,2020,"01",3,"0725","07",5,3,1,0,0,0,0,0,40.6699,-80.1073,0,0,0,"02212",2,0,0,0,0,0,0,0
2020002007,2020,"01",3,"0800","08",1,3,1,3,0,0,0,0,40.4398,-80.0808,0,0,0,"02301",2,0,0,0,0,0,0,0
2020002012,2020,"01",3,"0730","07",5,3,1,0,0,0,0,0,40.5721,-80.0235,0,0,0,"02108",1,0,0,0,0,1,0,0
2020002015,2020,"01",3,"0747","07",1,3,1,0,0,0,0,0,40.2796,-79.8362,0,0,0,"02105",2,0,0,0,0,1,0,0
2020002023,2020,"01",3,"0815","08",1,4,1,8,0,0,0,0,40.4353,-79.973,0,0,0,"02301",1,0,0,0,0,1,0,0
2020002027,2020,"01",1,"1127","11",1,3,9,0,0,0,0,0,40.3789,-80.0329,0,0,0,"02109",0,0,0,0,0,2,0,0
2020002028,2020,"01",2,"0655","06",3,3,1,2,0,1,0,0,40.3871,-80.0436,0,0,0,"02109",0,0,0,0,0,1,0,0
2020002038,2020,"01",3,"0930","09",1,3,1,2,0,1,0,0,40.3822,-79.9959,0,0,0,"02301",0,0,0,0,0,1,0,0
2020002087,2020,"01",6,"1938","19",2,5,9,0,0,0,0,0,40.5331,-80.0248,0,0,0,"02116",1,0,0,0,0,1,0,0
2020002091,2020,"01",2,"1758","17",3,3,1,0,0,0,0,0,40.3642,-79.8427,0,0,0,"02303",2,0,0,0,0,0,0,0
2020002103,2020,"01",3,"1228","12",1,3,1,8,0,0,0,0,40.4535,-80.0007,0,0,0,"02301",1,0,0,0,0,0,0,0
2020002223,2020,"01",3,"1037","10",1,3,1,8,0,0,0,0,40.3496,-79.8618,0,0,0,"02304",1,0,0,0,0,0,1,0
2020002227,2020,"01",3,"1342","13",1,3,1,0,0,0,0,0,40.4386,-79.9864,0,0,0,"02301",2,0,0,0,0,0,0,0
2020002230,2020,"01",2,"2156","21",3,4,9,8,0,0,0,0,40.4696,-79.7063,0,0,0,"02466",1,0,0,0,0,0,0,0
2020002231,2020,"01",3,"1220","12",1,3,1,0,0,0,0,0,40.4261,-79.9174,1,0,0,"02301",1,0,0,0,1,1,0,0
2020002238,2020,"01",1,"1452","14",1,3,1,0,0,0,0,0,40.4357,-79.7869,0,0,0,"02446",3,0,0,0,0,0,0,0
2020002257,2020,"01",3,"1352","13",1,3,1,0,0,0,0,0,40.4055,-79.9374,0,0,0,"02301",1,0,0,0,0,1,0,0
2020002260,2020,"01",3,"1600","16",1,3,1,0,0,0,0,0,40.4488,-79.9649,1,0,0,"02301",1,0,0,0,1,0,0,0
2020002261,2020,"01",1,"1510","15",1,3,1,0,0,0,0,0,40.3537,-79.9154,0,0,0,"02473",1,0,0,0,0,1,1,0
2020002262,2020,"01",3,"1646","16",1,3,1,8,0,0,0,0,40.4354,-79.7882,0,0,0,"02446",2,0,0,0,0,0,0,0
2020002286,2020,"01",3,"1500","15",1,3,1,0,0,0,0,0,40.4265,-80.057,0,0,0,"02301",1,0,0,0,0,1,0,0
2020002292,2020,"01",3,"1805","18",3,3,1,0,0,0,0,0,40.413,-80.01,0,0,0,"02301",1,0,0,0,0,1,0,0
2020002293,2020,"01",3,"1743","17",3,3,1,3,0,0,0,0,40.4689,-80.1371,0,0,0,"02115",0,0,0,0,0,1,0,0
2020002295,2020,"01",2,"1435","14",1,3,1,0,0,0,0,0,40.4387,-79.7471,0,0,0,"02446",1,0,0,0,0,1,0,0
2020002363,2020,"01",6,"1232","12",1,7,9,0,0,0,0,0,40.4282,-79.9276,0,0,0,"02301",2,0,0,0,0,1,0,0
2020002370,2020,"01",7,"2224","22",2,6,9,0,0,0,0,0,40.5963,-80.0938,0,0,0,"02481",1,0,0,0,0,0,0,0
2020002384,2020,"01",3,"1805","18",3,3,1,9,0,0,0,0,40.4543,-79.9481,0,0,0,"02301",1,0,0,1,0,0,0,0
2020002385,2020,"01",3,"1720","17",3,3,1,0,0,0,0,0,40.2758,-79.8796,0,0,0,"02105",2,0,0,0,0,0,0,0
2020002391,2020,"01",3,"1840","18",2,3,1,0,0,0,0,0,40.5946,-80.1002,0,0,0,"02481",1,0,0,0,0,1,0,0
2020002397,2020,"01",3,"1908","19",3,4,1,0,0,0,0,0,40.423,-79.8562,0,0,0,"02431",1,0,0,0,0,0,0,0
2020002409,2020,"01",3,"2015","20",3,3,1,0,0,0,0,0,40.3878,-80.0906,0,1,0,"02437",2,0,0,1,0,0,0,0
2020002410,2020,"01",1,"0000","00",3,3,1,0,0,0,0,0,40.454,-79.9124,0,0,1,"02301",1,0,0,0,0,0,0,0
2020002441,2020,"01",7,"0458","04",2,7,9,0,0,0,0,0,40.5042,-79.9448,0,0,0,"02118",0,0,0,0,0,1,0,0
2020002454,2020,"01",4,"0113","01",3,10,2,0,0,0,0,0,40.4239,-79.9853,0,0,0,"02301",1,0,0,0,0,0,0,0
2020002479,2020,"01",1,"0755","07",1,3,2,0,0,0,0,0,40.385,-79.8627,0,0,0,"02303",0,0,0,1,0,0,0,0
2020002488,2020,"01",4,"0817","08",1,3,1,3,0,0,0,0,40.3945,-79.9701,0,0,0,"02403",1,0,0,0,0,1,0,0
2020002507,2020,"01",6,"1136","11",1,4,1,0,0,0,0,0,40.4927,-80.0621,0,0,0,"02404",2,0,0,0,0,0,0,0
2020002531,2020,"01",1,"1149","11",1,3,1,9,0,0,0,0,40.4476,-80.1649,0,0,0,"02115",0,0,0,0,0,2,0,0
2020002542,2020,"01",4,"1050","10",1,3,9,3,0,0,0,0,40.501,-79.7922,0,0,0,"02113",2,0,0,0,0,0,0,0
2020002546,2020,"01",4,"0730","07",1,3,1,0,0,0,0,0,40.447,-79.949,0,0,0,"02301",2,0,0,0,0,0,0,0
2020002566,2020,"01",4,"1110","11",1,3,9,0,0,0,0,0,40.4363,-79.9962,1,0,0,"02301",1,0,0,0,1,0,0,0
2020002598,2020,"01",6,"0634","06",2,7,9,0,0,0,0,0,40.4269,-79.7392,0,0,0,"02446",1,0,0,0,0,0,0,0
2020002666,2020,"01",3,"1930","19",3,3,1,0,0,0,0,0,40.3819,-79.9947,0,0,0,"02301",1,0,0,0,0,0,0,0
2020002688,2020,"01",6,"1815","18",3,7,9,3,0,0,0,0,40.4521,-80.1339,0,0,0,"02115",1,0,0,0,0,1,0,0
2020002695,2020,"01",4,"1644","16",1,4,1,3,0,0,0,0,40.4249,-80.1918,0,0,0,"02214",2,0,0,0,0,1,0,0
2020002697,2020,"01",4,"1630","16",1,4,1,0,0,0,0,0,40.495,-80.0657,0,0,0,"02402",2,0,0,0,0,0,0,0
2020002703,2020,"01",3,"2045","20",3,3,1,0,0,0,0,0,40.3834,-80.0511,0,0,0,"02109",0,0,0,0,0,2,0,0
2020002705,2020,"01",4,"0612","06",3,3,1,0,0,0,0,0,40.3863,-80.0482,0,0,0,"02109",0,0,0,1,0,0,0,0
2020002713,2020,"01",6,"1945","19",2,7,8,9,0,0,0,0,40.4589,-80.1721,0,0,0,"02213",1,0,0,0,0,1,0,0
2020002776,2020,"01",2,"1815","18",3,3,1,2,0,1,0,0,40.4357,-79.7709,0,0,0,"02446",0,0,0,0,0,1,0,0
2020002883,2020,"01",4,"1731","17",3,3,1,2,0,1,0,0,40.5268,-80.1599,0,0,0,"02452",2,0,0,0,0,1,0,0
2020002884,2020,"01",4,"1830","18",3,3,1,3,0,0,0,0,40.4529,-79.9207,0,0,0,"02301",0,0,0,0,0,2,0,0
2020002899,2020,"01",3,"1902","19",3,3,1,0,0,0,0,0,40.5241,-80.0153,0,0,0,"02116",1,0,0,0,0,1,0,0
2020002904,2020,"01",4,"2149","21",3,3,1,0,0,0,0,0,40.3822,-79.9959,0,0,0,"02301",2,0,0,0,0,0,0,0
2020002934,2020,"01",2,"0101","01",2,3,1,2,0,1,0,0,40.6449,-80.0847,0,1,0,"02212",0,0,0,1,0,0,0,0
2020002947,2020,"01",1,"0803","08",1,2,2,3,0,0,0,0,40.4785,-79.7528,0,0,0,"02466",1,0,0,0,0,2,0,0
2020002981,2020,"01",5,"0911","09",1,4,1,0,0,0,0,0,40.4483,-80.0086,0,0,0,"02301",1,0,0,0,0,1,0,0
2020003005,2020,"01",7,"1009","10",1,3,1,0,0,0,0,0,40.3693,-79.8488,0,0,0,"02303",2,0,0,0,0,0,0,0
2020003018,2020,"01",5,"0700","07",5,3,1,0,0,0,0,0,40.5279,-79.8487,0,0,0,"02208",0,0,0,1,0,1,0,0
2020003028,2020,"01",5,"1203","12",1,4,1,3,0,0,0,0,40.4203,-79.8509,0,0,0,"02431",2,0,0,0,0,0,0,0
2020003035,2020,"01",4,"1210","12",1,3,1,3,0,0,0,0,40.4507,-80.1889,0,0,0,"02214",2,0,0,0,0,0,0,0
2020003100,2020,"01",4,"0017","00",3,3,1,0,0,0,0,0,40.5675,-79.7982,0,0,0,"02206",1,0,0,0,0,0,0,0
2020003120,2020,"01",6,"0444","04",3,7,9,9,0,0,0,0,40.3904,-80.0524,0,0,0,"02109",0,0,0,1,0,0,0,0
2020003187,2020,"01",5,"1532","15",1,3,1,0,0,0,0,0,40.5348,-80.1752,0,0,0,"02452",0,0,0,0,0,1,0,0
2020003223,2020,"01",5,"1757","17",4,3,1,3,0,0,0,0,40.4512,-79.9258,0,0,0,"02301",1,0,0,1,0,0,0,0
2020003224,2020,"01",5,"1813","18",3,3,1,0,0,0,0,0,40.4213,-79.9937,0,0,0,"02301",1,0,0,0,0,0,1,0
2020003225,2020,"01",5,"1819","18",3,3,1,0,0,0,0,0,40.4625,-79.9244,0,0,0,"02301",2,0,0,0,0,0,0,0
